"","gene1","gene2","HGNCID1","HGNCID2","Lin_BP","Lin_CC","Lin_MF","Resnik_BP","Resnik_CC","Resnik_MF","Wang_BP","Wang_CC","Wang_MF","Label"
"488","NM_001080444","NM_018292","HGNC:5952","HGNC:21020","0","0","0","0","0","0","0","0","0",0
"489","NM_001190472","NM_014043","HGNC:37157","HGNC:24537","0","0","0","0","0","0","0","0","0",0
"490","NM_017569","NM_019073","HGNC:20596","HGNC:18309","0","0.166","0","0","0.092","0","0","0.252","0",0
"491","NR_002973","NM_023936","HGNC:32633","HGNC:16618","0","0","0","0","0","0","0","0","0",0
"492","NM_012375","NM_138575","HGNC:8318","HGNC:28763","0.071","0.257","0","0.021","0.078","0","0.164","0.243","0.157",0
"493","NM_015161","NM_004326","HGNC:697","HGNC:1008","0.369","0.289","1","0.224","0.112","0.067","0.428","0.395","1",0
"494","NR_037511","NM_001145643","HGNC:38907","HGNC:37226","0","0","0","0","0","0","0","0","0",0
"495","NM_152721","NM_000396","HGNC:28301","HGNC:2536","0.382","0.359","1","0.189","0.091","0.067","0.284","0.532","1",0
"496","NM_001344","NM_001004342","HGNC:2664","HGNC:31859","0","0","0","0","0","0","0.08","0","0",0
"497","NM_172220","NM_014012","HGNC:2438","HGNC:15922","0","0","0","0","0","0","0","0","0",0
"498","NM_001099334","NM_005740","HGNC:34352","HGNC:2955","0","0","0","0","0","0","0","0","0",0
"499","NM_005338","NM_000633, NM_000657","HGNC:4913","HGNC:990","0","0","0","0","0","0","0","0","0",0
"500","NM_025215","NM_016292","HGNC:15508","HGNC:16264","0.199","0.784","0.433","0.166","0.234","0.132","0.186","0.769","0.577",0
"501","NM_001014980","NM_024967","HGNC:32308","HGNC:25669","0","0","0","0","0","0","0","0","0.146",0
"502","NR_030760","NM_139178","HGNC:33679","HGNC:30141","0","0","0","0","0","0","0","0","0",0
"503","NM_138343","NM_139171","HGNC:21624","HGNC:18066","0","0","0","0","0","0","0","0","0",0
"504","NM_005813","NM_014772","HGNC:9408","HGNC:23925","0.357","0.64","1","0.179","0.119","0.067","0.245","0.774","1",0
"505","NR_002754","NM_001145250","HGNC:10215","HGNC:30690","0","0","0","0","0","0","0","0","0",0
"506","NM_031466","NM_080825","HGNC:30832","HGNC:16137","0","0","0","0","0","0","0","0","0",0
"507","NM_025075","NM_001005487","HGNC:29874","HGNC:14999","0","0.139","0","0","0.016","0","0","0.425","0",0
"508","NM_032208","NM_152588","HGNC:21014","HGNC:25440","0.039","0.389","0.396","0.021","0.131","0.039","0.127","0.41","0.574",0
"509","NM_021603","NM_138390","HGNC:4026","HGNC:25130","0","0","0","0","0","0","0","0","0",0
"510","NM_031491","NM_057177","HGNC:15847","HGNC:14446","0","0.304","1","0","0.07","0.067","0","0.163","1",0
"511","NM_144726","NM_024565","HGNC:20853","HGNC:25876","0","0","0","0","0","0","0","0","0",0
"512","NM_015557","NM_001538","HGNC:16816","HGNC:5227","0.542","1","0","0.212","0.367","0","0.868","1","0.126",0
"513","NM_031443","NM_018017","HGNC:21708","HGNC:24349","0","0","0","0","0","0","0","0","0",0
"514","NM_024946","NM_004879","HGNC:29856","HGNC:13276","0.353","0.462","0","0.173","0.086","0","0.179","0.704","0",0
"515","NM_153183","NM_005946","HGNC:17621","HGNC:7393","0.052","1","0.539","0.028","0.175","0.041","0.102","1","0.615",0
"516","NM_016058","NG_032075","HGNC:24259","HGNC:32263","0","0","0","0","0","0","0","0","0",0
"517","NM_006608","NM_001024678","HGNC:8939","HGNC:28947","0","0","0","0","0","0","0","0","0",0
"518","NM_052853","NG_000002","HGNC:19039","HGNC:5895","0","0","0","0","0","0","0","0","0",0
"519","NM_018091","NM_032129","HGNC:20696","HGNC:25284","0.269","0.414","0.291","0.122","0.103","0.036","0.248","0.526","0.435",0
"520","NM_152908","NM_016948","HGNC:26439","HGNC:15943","0.304","1","0","0.143","0.156","0","0.323","1","0",0
"521","NM_080720","NM_033445","HGNC:14455","HGNC:20507","0.576","0.65","0","0.319","0.377","0","0.466","0.651","0",0
"522","NM_018217","NM_145119","HGNC:15877","HGNC:16648","0","0","0","0","0","0","0","0","0.119",0
"523","NM_173794","NM_203309","HGNC:28746","HGNC:16761","0","0","0","0","0","0","0","0","0",0
"524","NM_001001924","NM_000806.5","HGNC:29789","HGNC:4075","0","0","0","0","0","0","0","0","0",0
"525","NM_020814","NM_014500","HGNC:29269","HGNC:5276","0","0.315","0","0","0.094","0","0","0.511","0.111",0
"526","NM_004477","NM_024031","HGNC:3954","HGNC:28458","0","0","1","0","0","0.067","0","0","1",0
"527","NM_173676","NM_015038","HGNC:21246","HGNC:29111","0","0","0","0","0","0","0","0","0",0
"528","NM_021822","NM_020358","HGNC:17357","HGNC:13431","0","0","0.384","0","0","0.044","0","0","0.558",0
"529","NM_005354","NM_001105","HGNC:6206","HGNC:171","0.306","0.125","0.3","0.11","0.07","0.05","0.231","0.166","0.464",0
"530","NM_032844","NM_033107","HGNC:19042","HGNC:25106","0","0","0.101","0","0","0.033","0","0","0.315",0
"531","NR_003706","NR_040248","HGNC:33617","HGNC:37149","0","0","0","0","0","0","0","0","0",0
"532","NM_001195129","NM_024780","HGNC:39433","HGNC:22999","0","0.266","0","0","0.07","0","0","0.207","0",0
"533","NR_027160","NM_005427","HGNC:28619","HGNC:12003","0","0","1","0","0","0.067","0","0","1",0
"534","NM_017918","NM_181847","HGNC:26076","HGNC:24073","0.048","0","0","0.022","0","0","0.094","0","0.145",0
"535","NM_013347","NM_199261","HGNC:30305","HGNC:12023","0.326","0","0","0.107","0","0","0.313","0","0",0
"536","NM_012456","NR_030397","HGNC:11814","HGNC:32916","0","0","0","0","0","0","0","0.104","0",0
"537","NM_013304","NM_001009931","HGNC:17916","HGNC:20846","0.058","0.525","0","0.028","0.146","0","0.097","0.553","0",0
"538","NM_001295","NM_033129","HGNC:1602","HGNC:15952","0.313","0.062","0.052","0.13","0.016","0.016","0.201","0.181","0.156",0
"539","NG_005419","NM_001080461","HGNC:12456","HGNC:33194","0","0","0","0","0","0","0","0","0",0
"540","NM_014183","NM_013281","HGNC:15468","HGNC:3762","0.327","0.429","0.526","0.156","0.111","0.054","0.265","0.446","0.687",0
"541","NM_001848","NM_000927","HGNC:2211","HGNC:40","0.085","0.556","0.074","0.043","0.11","0.027","0.213","0.518","0.291",0
"542","NM_199340","NM_003405","HGNC:32427","HGNC:12853","0","0","0","0","0","0","0","0","0",0
"543","NM_001007122","NM_001282493","HGNC:18024","HGNC:38652","0","0","0","0","0","0","0","0","0",0
"544","NM_001001665","NM_057169","HGNC:33480","HGNC:4273","0.102","0.634","0.081","0.055","0.086","0.03","0.173","0.63","0.283",0
"545","NM_001080824","NR_003354.1","HGNC:27013","HGNC:33058","0","0","0","0","0","0","0","0","0",0
"546","NM_182546","NR_002571","HGNC:28499","HGNC:10208","0","0","0","0","0","0","0","0","0",0
"547","NM_002102","NM_144637","HGNC:4705","HGNC:20713","0","0","0","0","0","0","0","0","0",0
"548","NM_032299","NM_174921","HGNC:28409","HGNC:27321","0","0","1","0","0","0.067","0","0.16","1",0
"549","NM_030759","NM_001004478","HGNC:19692","HGNC:14996","0","0","0","0","0","0","0","0","0",0
"550","NR_003007","NM_003906","HGNC:32581","HGNC:6946","0","0","0","0","0","0","0","0","0",0
"551","NM_012067","NM_001136026","HGNC:390","HGNC:10697","0.098","0.487","0.8","0.05","0.127","0.129","0.158","0.508","0.868",0
"552","NM_000021","NM_152558","HGNC:9508","HGNC:29171","0.353","0.752","1","0.141","0.205","0.067","0.34","0.571","1",0
"553","NM_031452","NM_177966","HGNC:31022","HGNC:25386","0.254","0.326","0.143","0.149","0.093","0.09","0.295","0.548","0.128",0
"554","NM_144590","NM_000090","HGNC:28321","HGNC:2201","0","0","0","0","0","0","0","0","0",0
"555","NM_005338","NM_012314","HGNC:4913","HGNC:6336","0.299","0.261","0.318","0.099","0.064","0.085","0.136","0.357","0.574",0
"556","NM_017894","NM_032223","HGNC:20994","HGNC:18760","0","0","0","0","0","0","0","0","0",0
"557","NM_033211","NM_014280","HGNC:25052","HGNC:15470","0.076","0.362","1","0.028","0.066","0.067","0.067","0.484","1",0
"558","NM_000544","NM_024745","HGNC:44","HGNC:29547","0.015","0","1","0.009","0","0.067","0.095","0","1",0
"559","NM_207189","NM_001042522","HGNC:1105","HGNC:31041","0","0","0","0","0","0","0","0","0",0
"560","NM_139355","NM_152523","HGNC:6906","HGNC:26868","0","0","1","0","0","0.067","0","0","1",0
"561","NM_001256686","NM_012430","HGNC:2458","HGNC:20260","0","0","0","0","0","0","0","0","0",0
"562","NM_004114","NM_153364","HGNC:3670","HGNC:28594","0","0","1","0","0","0.067","0","0","1",0
"563","NM_139353","NM_001004303","HGNC:11534","HGNC:27295","0.107","0.037","1","0.053","0.014","0.067","0.068","0.185","1",0
"564","NM_016612","NM_004635","HGNC:29786","HGNC:6888","0","0","0","0","0","0","0","0","0",0
"565","NM_173493","NM_006170","HGNC:20686","HGNC:7867","0.359","0.629","0.21","0.111","0.168","0.067","0.374","0.766","0.602",0
"566","NM_138356","NM_207644","HGNC:25116","HGNC:33155","0","0","0","0","0","0","0","0","0",0
"567","NM_001101337","NM_016831","HGNC:37259","HGNC:8847","0","0","0","0","0","0","0","0","0",0
"568","NG_029079","NM_002258","HGNC:19579","HGNC:6373","0","0","0","0","0","0","0","0","0",0
"569","NM_015032","NM_007187","HGNC:20418","HGNC:12739","0.061","0.631","0.608","0.023","0.124","0.058","0.082","0.733","0.795",0
"570","NM_152694","NR_003587","HGNC:22997","HGNC:14083","0","0","0","0","0","0","0","0","0",0
"571","NM_033260","NM_138426","HGNC:20951","HGNC:18713","0","0","0","0","0","0","0","0","0",0
"572","NM_001012728","NM_003440","HGNC:32166","HGNC:12925","0","0","1","0","0","0.205","0","0","1",0
"573","NM_001232","NM_001085423","HGNC:1513","HGNC:27570","0.24","0.52","0","0.131","0.201","0","0.17","0.33","0",0
"574","NR_029633","NM_003602","HGNC:31597","HGNC:3722","0.364","0","0.231","0.158","0","0.144","0.19","0","0.365",0
"575","NR_003341","NR_003305.1","HGNC:33093","HGNC:33032","0","0","0","0","0","0","0","0","0",0
"576","NM_018381","NM_032816","HGNC:25649","HGNC:25907","0","0.464","1","0","0.098","0.067","0.041","0.518","1",0
"577","NM_152404","NM_001271870","HGNC:26625","HGNC:35237","0","0","0","0","0","0","0","0","0",0
"578","NM_006296","NM_019057","HGNC:12719","HGNC:25524","0","0.674","0","0","0.089","0","0","0.728","0",0
"579","NM_153221","NM_001159542","HGNC:24213","HGNC:9223","0","0.304","0","0","0.07","0","0","0.216","0",0
"580","NR_002602","NM_019617","HGNC:10166","HGNC:23217","0","0","0","0","0","0","0","0","0",0
"581","NG_001333","NM_005016","HGNC:12216","HGNC:8648","0","0","0","0","0","0","0","0","0",0
"582","NM_003473","NM_178012","HGNC:11357","HGNC:30829","0.256","0.208","0.57","0.134","0.072","0.067","0.243","0.436","0.786",0
"583","NM_032135","NM_031308","HGNC:20494","HGNC:15577","0.321","0","0","0.173","0","0","0.202","0","0",0
"584","NM_018927","NM_032476","HGNC:8714","HGNC:14051","0","0","0","0","0","0","0","0","0",0
"585","NM_174912","NM_016438","HGNC:26440","HGNC:24318","0","0","0","0","0","0","0","0","0",0
"586","NM_017447","NM_152503","HGNC:16459","HGNC:16125","0","0","0","0","0","0","0","0","0",0
"587","NM_024848","NR_030302","HGNC:25852","HGNC:32832","0","0","0","0","0","0","0","0","0",0
"588","NM_033045","NR_024230","HGNC:6461","HGNC:34318","0","0","0","0","0","0","0","0","0",0
"589","NM_153246","NR_002576","HGNC:28692","HGNC:32611","0","0","0","0","0","0","0","0","0",0
"590","NM_032571","NM_145648","HGNC:23647","HGNC:23090","0.698","0.811","0","0.269","0.254","0","0.613","0.8","0",0
"591","NM_002866","NR_003197.1","HGNC:9777","HGNC:32993","0","0","0","0","0","0","0","0","0",0
"592","NM_133460","NM_007363","HGNC:20647","HGNC:7871","0","0","0.551","0","0","0.081","0","0","0.675",0
"593","NR_024166","NM_173348","HGNC:28586","HGNC:29162","0","0","0","0","0","0","0","0","0",0
"594","NM_024792","NM_018713","HGNC:29646","HGNC:25355","0","1","1","0","0.156","0.067","0.194","1","1",0
"595","NM_018165","NM_002945","HGNC:30064","HGNC:10289","0.202","0.817","0.407","0.084","0.239","0.042","0.242","0.737","0.56",0
"596","NM_138378","NM_006799","HGNC:25110","HGNC:9485","0","0","1","0","0","0.067","0","0","1",0
"597","NM_015060","NM_004580, NM_183236","HGNC:28994","HGNC:9766","0","0","0","0","0","0","0","0","0",0
"598","NM_001351574","NM_001039360","HGNC:53433","HGNC:31700","0","0","0","0","0","0","0","0","0",0
"599","NR_003697","NM_152652","HGNC:27797","HGNC:13114","0","0","0","0","0","0","0","0","0",0
"600","NR_146178","NM_001099851","HGNC:34080","HGNC:29485","0","0","0","0","0","0","0","0","0",0
"601","NM_005647","NM_144582","HGNC:11585","HGNC:30712","0","0","0","0","0","0","0","0","0",0
"602","NM_014034","NM_015704","HGNC:20995","HGNC:24577","0","0","0","0","0","0","0","0","0",0
"603","NM_000640","NM_138445","HGNC:5975","HGNC:21718","0","0","0","0","0","0","0","0.235","0",0
"604","NM_009586","NM_024078","HGNC:10883","HGNC:28461","0","0.839","0.595","0","0.168","0.121","0","0.873","0.648",0
"605","NM_033060","NM_024556","HGNC:18907","HGNC:26110","0","0","0","0","0","0","0","0","0",0
"606","NM_018180","NM_001005179","HGNC:16717","HGNC:14791","0","0","0","0","0","0","0","0","0",0
"607","NM_018480","NM_014617","HGNC:30883","HGNC:2408","0","0","0","0","0","0","0.255","0.173","0.477",0
"608","NM_001201","NM_015391","HGNC:1070","HGNC:24540","0.065","0.163","0.421","0.028","0.07","0.067","0.111","0.142","0.815",0
"609","NM_016239","NM_016454","HGNC:7594","HGNC:28032","0","0.145","0","0","0.07","0","0","0.111","0",0
"610","NG_001333","NM_001005738","HGNC:12223","HGNC:3827","0","0","0","0","0","0","0","0","0",0
"611","NM_001104586","NG_001019","HGNC:14435","HGNC:5577","0","0","0","0","0","0","0","0","0",0
"612","NM_182560","NR_003074","HGNC:26375","HGNC:32754","0","0","0","0","0","0","0","0","0",0
"613","NM_033177","NM_001093725","HGNC:13920","HGNC:33482","0","0","0.192","0","0","0.03","0","0","0.367",0
"614","NM_198525","NM_018249","HGNC:30497","HGNC:18672","0.15","0.38","0.402","0.076","0.153","0.056","0.144","0.485","0.623",0
"615","NM_001099434","NR_031706","HGNC:32576","HGNC:35371","0","0","0","0","0","0","0","0","0",0
"616","NM_052909","NM_020957","HGNC:29399","HGNC:14546","0","0","0","0","0","0","0","0","0",0
"617","NM_002160","NM_001010897","HGNC:5318","HGNC:20607","0","0","1","0","0","0.067","0","0","1",0
"618","NM_015909","NM_001202439","HGNC:15625","HGNC:42400","0.167","0.771","0.24","0.062","0.098","0.067","0.078","0.529","0.815",0
"619","NR_103535","NM_020535","HGNC:31983","HGNC:16345","0","0","0","0","0","0","0","0","0",0
"620","NR_003054","NM_032563","HGNC:32726","HGNC:16615","0","0","0","0","0","0","0","0","0",0
"621","NM_007271","NM_017983","HGNC:17847","HGNC:25471","0.318","0.562","0.444","0.109","0.103","0.105","0.291","0.706","0.521",0
"622","NM_019118","NM_001010977","HGNC:28837","HGNC:33717","0","0","1","0","0","0.067","0","0","1",0
"623","NM_203298","NM_052951","HGNC:23518","HGNC:16160","0","0.672","0.66","0","0.169","0.095","0","0.774","0.776",0
"624","NM_018344","NR_024377","HGNC:23096","HGNC:15801","0","0","0","0","0","0","0","0","0",0
"625","NM_181807","NM_015077","HGNC:20625","HGNC:17074","0.138","0.2","1","0.075","0.074","0.067","0.317","0.502","1",0
"626","NM_001101376","NM_001002918","HGNC:34347","HGNC:8482","0","0","0","0","0","0","0","0","0",0
"627","NM_015492","NM_003062","HGNC:24497","HGNC:11087","0","0.426","0","0","0.091","0","0","0.606","0",0
"628","NM_004006","NM_017836","HGNC:2928","HGNC:31046","0","0.544","1","0","0.156","0.067","0","0.886","1",0
"629","NM_024935","NM_001547","HGNC:31042","HGNC:5409","0","0","0","0","0","0","0.127","0","0",0
"630","NM_001130677","NM_001290079","HGNC:34493","HGNC:24975","0","0","0","0","0","0","0.221","0","0.173",0
"631","NM_032052","NM_004126","HGNC:13071","HGNC:4403","0.416","0.118","0","0.075","0.016","0","0.165","0.305","0",0
"632","NM_005445","NM_003240","HGNC:2468","HGNC:3122","0.096","0.305","0","0.047","0.12","0","0.184","0.336","0",0
"633","NM_005951","NM_006989","HGNC:7400","HGNC:23181","0.554","0.398","0","0.292","0.063","0","0.483","0.637","0.145",0
"634","NM_198475","NM_181654","HGNC:30480","HGNC:24330","0","0","0","0","0","0","0","0","0",0
"635","NM_001643","NM_001636","HGNC:601","HGNC:10992","0.255","0.267","0.309","0.145","0.107","0.084","0.148","0.369","0.507",0
"636","NM_030810","NM_001291380","HGNC:21073","HGNC:13262","0","0","0","0","0","0","0","0","0",0
"637","NG_001019","NM_001025265","HGNC:5588","HGNC:33713","0","0","0","0","0","0","0","0","0",0
"638","NM_000686","NM_018132","HGNC:338","HGNC:21347","0.078","0.086","0","0.041","0.016","0","0.091","0.287","0",0
"639","NM_005502","NM_173827","HGNC:29","HGNC:26801","0.285","0.48","0.343","0.167","0.201","0.115","0.197","0.483","0.503",0
"640","NM_032303","NM_001010852","HGNC:18572","HGNC:23046","0","0.304","0","0","0.093","0","0.239","0.635","0.21",0
"641","NM_022134","NM_139025","HGNC:24869","HGNC:1366","0","0","0.45","0","0","0.076","0.323","0.444","0.52",0
"642","NM_016640","NM_001288951","HGNC:8769","HGNC:19750","0","0","0","0","0","0","0.196","0","0",0
"643","NM_017515","NM_032865","HGNC:23615","HGNC:24352","0","0","0","0","0","0","0.383","0.256","0.477",0
"644","NM_002949","NM_033413","HGNC:10378","HGNC:25047","0","0","0","0","0","0","0","0","0",0
"645","NM_052902","NM_020356","HGNC:19184","HGNC:15878","0.286","0","0.791","0.097","0","0.325","0.089","0.192","0.869",0
"646","NM_006873","NM_152504","HGNC:17003","HGNC:26318","0.152","0","0","0.075","0","0","0.119","0","0",0
"647","NM_032816","NM_002882","HGNC:25907","HGNC:9847","0.109","0.436","1","0.028","0.098","0.067","0.123","0.516","1",0
"648","NM_014789","NM_014020","HGNC:29084","HGNC:29596","0","0","0","0","0","0","0","0","0",0
"649","NM_017679","NM_205768","HGNC:14347","HGNC:13030","0.373","0.555","0.279","0.138","0.149","0.04","0.291","0.674","0.538",0
"650","NM_018288","NM_002908","HGNC:18250","HGNC:9954","0","0.69","0","0","0.121","0","0","0.741","0",0
"651","NM_003133","NM_017629","HGNC:11304","HGNC:18424","0","0.473","0.673","0","0.17","0.162","0.105","0.589","0.846",0
"652","NM_003130","NM_015492","HGNC:11292","HGNC:24497","0","1","0","0","0.175","0","0","1","0",0
"653","NM_001005204","NM_021954","HGNC:19611","HGNC:4277","0","0.7","0","0","0.156","0","0","0.611","0",0
"654","NM_152440","NM_003808","HGNC:26517","HGNC:11928","0.286","0","0","0.13","0","0","0.285","0","0",0
"655","NM_004258","NM_001008536","HGNC:5949","HGNC:31796","0","0","0","0","0","0","0","0","0",0
"656","NM_080914","NM_002007","HGNC:743","HGNC:3682","0.447","0","0","0.137","0","0","0.488","0.235","0",0
"657","NM_152695","NM_018368","HGNC:21039","HGNC:23038","0","0","0","0","0","0","0","0","0.076",0
"658","NR_002579","NM_001030001","HGNC:32734","HGNC:10419","0","0","0","0","0","0","0","0","0",0
"659","NM_001476","NM_152586","HGNC:4103","HGNC:23513","0","0","0","0","0","0","0","0","0",0
"660","NM_198471","NM_001707","HGNC:24796","HGNC:1005","0","0","0","0","0","0","0","0","0",0
"661","NM_001003443","NM_005341","HGNC:14786","HGNC:4930","0","0.099","0","0","0.016","0","0","0.356","0",0
"662","NM_080662","NM_019612","HGNC:20208","HGNC:28835","0","0","0","0","0","0","0","0","0",0
"663","NM_001278559","NM_002054","HGNC:13843","HGNC:4191","0","0","0","0","0","0","0","0","0",0
"664","NM_004470","NM_174941","HGNC:3718","HGNC:30375","0","0","0","0","0","0","0","0","0",0
"665","NM_175614","NM_016338","HGNC:20371","HGNC:20628","0","0.355","0","0","0.092","0","0","0.556","0",0
"666","NM_032372","NM_212554","HGNC:23468","HGNC:33787","0","0","0","0","0","0","0","0","0",0
"667","NM_031885","NM_025058","HGNC:967","HGNC:19019","0.534","0.559","0","0.288","0.241","0","0.256","0.36","0",0
"668","NM_014341","NM_004718","HGNC:17586","HGNC:2289","0.243","1","0","0.146","0.251","0","0.164","1","0",0
"669","NM_001417","NM_174903","HGNC:3285","HGNC:23235","0","0","0","0","0","0","0","0","0",0
"670","NR_145720","NM_001040448","HGNC:52216","HGNC:18108","0","0","0","0","0","0","0","0","0",0
"671","NM_003775","NR_027317","HGNC:3170","HGNC:32674","0","0","0","0","0","0","0","0","0",0
"672","NM_198458","NM_018115","HGNC:23714","HGNC:25537","0","0","0","0","0","0","0","0","0.383",0
"673","NR_146617","NM_001001852","HGNC:26447","HGNC:19310","0","0","0","0","0","0","0","0","0",0
"674","NM_032334","NR_029599","HGNC:28224","HGNC:31628","0","0","0","0","0","0","0","0","0",0
"675","NM_017933","NM_015309","HGNC:26084","HGNC:29008","0","0","0","0","0","0","0","0","0",0
"676","NM_000567","NM_002819","HGNC:2367","HGNC:9583","0.398","0.454","0.316","0.176","0.114","0.047","0.255","0.293","0.547",0
"677","NM_001042517","NM_080672","HGNC:15480","HGNC:15833","0","0.79","0","0","0.12","0","0","0.661","0",0
"678","NM_022006","NR_000010","HGNC:4034","HGNC:10097","0","0","0","0","0","0","0","0","0",0
"679","NM_203347","NM_024556","HGNC:33777","HGNC:26110","0","0","0","0","0","0","0","0","0",0
"680","NR_004400","NM_019105","HGNC:37496","HGNC:11976","0","0","0","0","0","0","0","0","0",0
"681","NR_001295","NM_003602","HGNC:32773","HGNC:3722","0","0","0","0","0","0","0","0","0",0
"682","NM_021646","NM_178462","HGNC:23716","HGNC:16210","0","0","0","0","0","0","0","0","0",0
"683","NM_183372","NM_002343","HGNC:31993","HGNC:6720","0","0","0","0","0","0","0","0","0",0
"684","NM_024071","NM_000513","HGNC:20760","HGNC:4206","0","0","0.416","0","0","0.067","0","0","0.815",0
"685","NR_023380","NM_152778","HGNC:29073","HGNC:28486","0","0","0","0","0","0","0","0","0",0
"686","NM_178153","NM_001003","HGNC:2714","HGNC:10372","0.095","0.474","0.528","0.046","0.126","0.054","0.081","0.555","0.674",0
"687","NM_004525","NM_022452","HGNC:6694","HGNC:20442","0","0","0","0","0","0","0","0","0",0
"688","NM_182580","NR_004436","HGNC:26804","HGNC:34305","0","0","0","0","0","0","0","0","0",0
"689","NM_003741","NM_003389","HGNC:1949","HGNC:2255","0.375","0","1","0.148","0","0.067","0.347","0.196","1",0
"690","NR_030346","NM_015009","HGNC:32872","HGNC:17704","0","0","0","0","0","0","0","0","0",0
"691","NG_001333","NM_152994","HGNC:12165","HGNC:30595","0","0","0","0","0","0","0","0","0",0
"692","NR_030614","NM_001188","HGNC:33659","HGNC:949","0","0","0","0","0","0","0","0","0",0
"693","NM_020443","NM_152448","HGNC:15989","HGNC:28520","0","0","0","0","0","0","0","0","0",0
"694","NM_001282136","NR_026936","HGNC:43638","HGNC:24687","0","0","0","0","0","0","0","0","0",0
"695","NM_001156","NM_172218","HGNC:545","HGNC:11212","0.061","0.254","0","0.028","0.055","0","0.3","0.309","0",0
"696","NM_024602","NM_032856","HGNC:26117","HGNC:25928","0.076","0.359","0","0.028","0.091","0","0.092","0.779","0.477",0
"697","NM_002143","NM_001122965","HGNC:5144","HGNC:26809","0.053","0.604","0","0.028","0.125","0","0.099","0.693","0",0
"698","NM_031216","NM_145660","HGNC:30379","HGNC:14867","0.263","0.242","0","0.099","0.055","0","0.278","0.445","0.477",0
"699","NR_002444","NM_177441","HGNC:10223","HGNC:28459","0","0","0","0","0","0","0","0","0",0
"700","NM_003827","NM_006675","HGNC:7641","HGNC:21640","0","0.317","0","0","0.052","0","0.289","0.347","0.477",0
"701","NM_181536","NM_032436","HGNC:21716","HGNC:20311","0.174","0.254","1","0.084","0.081","0.067","0.102","0.346","1",0
"702","NR_145734","NM_001005217","HGNC:52232","HGNC:19136","0","0","0","0","0","0","0","0","0",0
"703","NM_144597","NM_198055","HGNC:28443","HGNC:13108","0","0","0","0","0","0","0","0","0",0
"704","NM_020185","NR_145762","HGNC:16077","HGNC:52200","0","0","0","0","0","0","0","0","0",0
"705","NM_002114","NM_002240","HGNC:4920","HGNC:6267","0","0.304","1","0","0.067","0.067","0","0.535","1",0
"706","NM_012412","NM_004642","HGNC:20664","HGNC:14002","0","0.592","0","0","0.084","0","0.111","0.622","0.477",0
"707","NM_001355522","NM_133474","HGNC:53449","HGNC:29425","0","0","0","0","0","0","0","0","0",0
"708","NM_015921","NM_144604","HGNC:21101","HGNC:25091","0","0.109","0.665","0","0.035","0.058","0","0.299","0.795",0
"709","NM_175735","NR_145733","HGNC:29615","HGNC:52246","0","0","0","0","0","0","0","0","0",0
"710","NM_001268","NM_004357","HGNC:1914","HGNC:1630","0","0","0.611","0","0","0.067","0","0","0.67",0
"711","NM_207371","NM_016653","HGNC:32697","HGNC:17797","0","0","0","0","0","0","0","0","0",0
"712","NM_138575","NR_030621","HGNC:28763","HGNC:33666","0","0","0","0","0","0","0","0","0",0
"713","NM_006369","NM_018295","HGNC:16917","HGNC:21870","0","0","0","0","0","0","0","0","0",0
"714","NR_030223","NM_003885","HGNC:32133","HGNC:1775","0.391","0","0.091","0.191","0","0.03","0.278","0","0.276",0
"715","NM_005462","NM_001005483","HGNC:6812","HGNC:14745","0","0","0","0","0","0","0","0","0",0
"716","NM_003335","NG_032737","HGNC:12471","HGNC:43618","0","0","0","0","0","0","0","0","0",0
"717","NM_004228","NM_007046","HGNC:9502","HGNC:19880","0.139","0.142","0.355","0.06","0.068","0.046","0.169","0.253","0.525",0
"718","NM_005731","NM_005325","HGNC:705","HGNC:4715","0","0.345","0.476","0","0.144","0.046","0","0.364","0.609",0
"719","NM_000732","NM_032892","HGNC:1673","HGNC:28214","0.215","0","0.2","0.072","0","0.048","0.248","0.158","0.439",0
"720","NM_002497","NM_032859","HGNC:7745","HGNC:20293","0","0","0","0","0","0","0","0.444","0",0
"721","NM_001131","NM_004843","HGNC:304","HGNC:17290","0.062","0.118","0","0.028","0.016","0","0.191","0.305","0",0
"722","NM_012117","NG_001333","HGNC:1555","HGNC:12210","0","0","0","0","0","0","0","0","0",0
"723","NM_025235","NM_001085429","HGNC:15677","HGNC:27220","0","0","0","0","0","0","0","0","0",0
"724","NM_002139","NM_024330","HGNC:9910","HGNC:10997","0","0.381","0","0","0.071","0","0","0.554","0",0
"725","NR_029667","NM_182760","HGNC:31501","HGNC:20376","0","0.183","0","0","0.052","0","0","0.166","0",0
"726","NM_025027","NM_030572","HGNC:25879","HGNC:28139","0","0.183","0","0","0.07","0","0","0.534","0.126",0
"727","NM_178433","NM_080669","HGNC:29462","HGNC:30521","0.095","0","0","0.06","0","0","0.077","0","0",0
"728","NM_002184","NR_026551","HGNC:6021","HGNC:29544","0","0","0","0","0","0","0","0","0",0
"729","NR_030639","NM_152641","HGNC:33686","HGNC:18037","0","0","0","0","0","0","0","0.177","0",0
"730","NM_032598","NM_015201","HGNC:30705","HGNC:15519","0","0","1","0","0","0.067","0","0","1",0
"731","NR_030335","NM_153380","HGNC:32860","HGNC:13107","0","0","0","0","0","0","0","0","0",0
"732","NR_145822","NM_020820","HGNC:53516","HGNC:32594","0","0","0","0","0","0","0","0","0",0
"733","NM_152647","NG_001332","HGNC:26543","HGNC:12114","0","0","0","0","0","0","0","0","0",0
