"","gene1","gene2","HGNCID1","HGNCID2","Lin_BP","Lin_CC","Lin_MF","Resnik_BP","Resnik_CC","Resnik_MF","Wang_BP","Wang_CC","Wang_MF","Label"
"478","NM_013994","NM_004383","HGNC:2730","HGNC:2444","0.42","0.647","0.55","0.192","0.142","0.141","0.372","0.658","0.736",1
"479","NM_031417","NM_001626","HGNC:13538","HGNC:392","0.477","0.489","0.694","0.212","0.128","0.167","0.362","0.545","0.843",1
"480","NM_000269","NM_002513","HGNC:7849","HGNC:7851","1","1","1","0.587","0.175","0.067","1","1","1",1
"481","NM_031417","NM_002446","HGNC:13538","HGNC:6849","0.45","1","0.424","0.153","0.079","0.143","0.415","1","0.601",1
"482","NM_006259","NM_004409","HGNC:9416","HGNC:2933","0.404","1","0.408","0.109","0.175","0.152","0.424","1","0.474",1
"483","NM_005356","NM_017449","HGNC:6524","HGNC:3393","0.51","0.584","0.471","0.217","0.132","0.142","0.403","0.591","0.699",1
"484","NM_021130","NM_000943","HGNC:9253","HGNC:9256","1","1","0.722","0.593","0.274","0.299","1","1","0.863",1
"485","NM_138809","NM_152764","HGNC:25090","HGNC:28569","0.252","0.622","0.458","0.123","0.079","0.204","0.287","0.784","0.319",1
"486","NM_002496","NM_007103","HGNC:7715","HGNC:7716","0.829","0.864","0.748","0.45","0.334","0.448","0.838","0.856","0.719",1
"487","NM_018146","NM_013393","HGNC:18485","HGNC:16352","1","0.889","0.761","0.785","0.279","0.636","1","0.924","0.719",1
"488","NM_014683","NM_006852","HGNC:13480","HGNC:11842","0.501","0.191","0.836","0.204","0.091","0.161","0.438","0.518","0.83",1
"489","NM_002304","NM_002405","HGNC:6560","HGNC:7038","0.752","0.906","1","0.457","0.226","0.777","0.695","0.619","1",1
"490","NM_005588","NM_005925","HGNC:7015","HGNC:7020","0","0.667","1","0","0.367","0.067","0","0.697","1",1
"491","NM_002715","NM_145049","HGNC:9299","HGNC:28110","1","0.434","0.776","0.385","0.08","0.234","1","0.516","0.894",1
"492","NM_016281","NM_080836","HGNC:18133","HGNC:16254","0","0","0","0","0","0","0","0","0",1
"493","NM_005396","NM_000936","HGNC:9157","HGNC:9155","0.642","1","0.778","0.339","0.222","0.435","0.59","1","0.768",1
"494","NM_001080843","NM_015917","HGNC:33437","HGNC:16906","1","0.648","1","0.62","0.161","0.602","1","0.739","1",1
"495","NM_002707","NM_005605","HGNC:9278","HGNC:9316","0","0","0","0","0","0","0","0","0",1
"496","NM_000561","NM_000849","HGNC:4632","HGNC:4635","0.85","0.866","0.936","0.586","0.228","0.393","0.861","0.854","0.956",1
"497","NM_145049","NM_181678","HGNC:28110","HGNC:9305","0","0.384","1","0","0.091","0.067","0","0.599","1",1
"498","NM_001909","NM_001910","HGNC:2529","HGNC:2530","0.573","0.901","0.799","0.23","0.288","0.361","0.527","0.712","0.757",1
"499","NM_005205","NM_004374","HGNC:2279","HGNC:2285","1","0","0","0.379","0","0","1","0","0",1
"500","NM_054110","NM_017417","HGNC:21531","HGNC:4130","1","0.717","0","0.547","0.225","0","1","0.823","0",1
"501","NM_013994","NM_006182","HGNC:2730","HGNC:2731","0.677","0.335","0.97","0.33","0.06","0.428","0.661","0.413","0.985",1
"502","NM_006741","NM_002717","HGNC:9286","HGNC:9304","0","0","0.721","0","0","0.226","0","0","0.686",1
"503","NM_015571","NM_152699","HGNC:20944","HGNC:28407","0.676","1","1","0.36","0.184","0.067","0.751","1","1",1
"504","NM_014262","NM_018192","HGNC:19318","HGNC:19317","0.932","0","0","0.487","0","0","0.845","0.149","0",1
"505","NM_020474","NM_052917","HGNC:4123","HGNC:23242","0.988","1","1","0.607","0.327","0.6","0.994","1","1",1
"506","NM_032783","NM_145168","HGNC:25891","HGNC:29834","0","0","0","0","0","0","0","0","0",1
"507","NM_000929","NM_001004426","HGNC:9038","HGNC:9039","0.686","0.906","0","0.407","0.201","0","0.612","0.619","0",1
"508","NM_000127","NM_000401","HGNC:3512","HGNC:3513","0.946","0.841","0.93","0.428","0.247","0.488","0.958","0.842","0.947",1
"509","NM_005539","NM_016532","HGNC:6076","HGNC:33882","0.84","0.4","0.616","0.489","0.061","0.31","0.65","0.551","0.635",1
"510","NM_153699","NM_000854","HGNC:19662","HGNC:4642","0","1","0","0","0.274","0","0","1","0",1
"511","NM_020223","NM_002742","HGNC:22140","HGNC:9407","0.304","0.469","0.764","0.102","0.133","0.18","0.283","0.569","0.84",1
"512","NM_000302","NM_000935","HGNC:9081","HGNC:9082","0.833","0.98","1","0.413","0.281","0.723","0.83","0.936","1",1
"513","NM_000061","NM_002031","HGNC:1133","HGNC:3955","0.519","0.51","0.694","0.203","0.085","0.176","0.406","0.596","0.767",1
"514","NM_005163","NM_005044","HGNC:391","HGNC:9441","0.401","0.634","0.445","0.172","0.074","0.125","0.377","0.691","0.646",1
"515","NM_006259","NM_007174","HGNC:9416","HGNC:1985","0.135","1","0.408","0.039","0.175","0.152","0.269","1","0.489",1
"516","NM_002707","NM_002717","HGNC:9278","HGNC:9304","0","0","0","0","0","0","0","0","0",1
"517","NM_000499","NM_000761","HGNC:2595","HGNC:2596","0.691","0.703","0.575","0.362","0.198","0.226","0.741","0.778","0.668",1
"518","NM_198516","NM_003774","HGNC:30488","HGNC:4126","0.917","0","1","0.463","0","0.6","0.96","0.255","1",1
"519","NM_002707","NM_145049","HGNC:9278","HGNC:28110","0","0","0","0","0","0","0","0","0",1
"520","NM_001862","NM_004255","HGNC:2269","HGNC:2267","1","0.869","1","0.687","0.341","0.067","1","0.837","1",1
"521","NM_001625","NM_152572","HGNC:362","HGNC:26526","1","0.262","1","0.587","0.091","0.661","1","0.425","1",1
"522","NM_139245","NM_001009552","HGNC:16381","HGNC:9300","0.343","0.209","1","0.146","0.055","0.495","0.212","0.293","1",1
"523","NM_139245","NM_006241","HGNC:16381","HGNC:9288","0.227","0","0","0.096","0","0","0.258","0","0.129",1
"524","NM_002707","NM_021003","HGNC:9278","HGNC:9275","0","0","0","0","0","0","0","0","0",1
"525","YP_003024026","YP_003024033","HGNC:7455","HGNC:7458","1","0.99","1","0.541","0.43","0.334","1","0.984","1",1
"526","NM_015929","NM_001144869","HGNC:29569","HGNC:37216","0.606","1","0.598","0.143","0.371","0.37","0.732","1","0.729",1
"527","NM_001001396","NM_001682","HGNC:817","HGNC:814","0.592","0.529","0.484","0.289","0.13","0.14","0.433","0.58","0.563",1
"528","NM_002227","NM_005233","HGNC:6190","HGNC:3387","0.411","0.367","0.614","0.191","0.106","0.185","0.448","0.55","0.68",1
"529","NM_003365","NM_003366","HGNC:12585","HGNC:12586","0.967","0.811","0.292","0.551","0.33","0.067","0.938","0.83","0.602",1
"530","NM_000849","NM_004528","HGNC:4635","HGNC:7064","0.507","0.41","0.439","0.304","0.063","0.085","0.534","0.522","0.588",1
"531","NM_005396","NM_025225","HGNC:9157","HGNC:18590","0.65","0","0.531","0.366","0","0.312","0.601","0.293","0.505",1
"532","NM_002578","NM_006852","HGNC:8592","HGNC:11842","0.302","0.238","0.799","0.134","0.054","0.179","0.34","0.529","0.794",1
"533","NM_015205","NM_138813","HGNC:13552","HGNC:13535","0","0","0","0","0","0","0","0","0",1
"534","NM_032482","NM_006709","HGNC:24948","HGNC:14129","0.532","0.761","0.748","0.262","0.13","0.271","0.566","0.833","0.844",1
"535","NM_005163","NM_020223","HGNC:391","HGNC:22140","0.266","0.398","0.563","0.088","0.092","0.147","0.254","0.497","0.674",1
"536","NM_006003","NM_006004","HGNC:12587","HGNC:12590","1","0.926","1","0.71","0.398","0.067","1","0.906","1",1
"537","YP_003024026","YP_003024034","HGNC:7455","HGNC:7460","1","1","1","0.567","0.538","0.6","1","1","1",1
"538","NM_005163","NM_002576","HGNC:391","HGNC:8590","0.586","0.618","0.561","0.26","0.115","0.141","0.506","0.701","0.716",1
"539","NM_004320","NM_001001486","HGNC:811","HGNC:13211","0.535","0.699","1","0.243","0.206","0.559","0.599","0.722","1",1
"540","NM_147180","NM_152542","HGNC:9318","HGNC:25415","0","0","1","0","0","0.067","0","0","1",1
"541","NM_013994","NM_000215","HGNC:2730","HGNC:6193","0.371","0.489","0.63","0.186","0.1","0.166","0.414","0.451","0.724",1
"542","NM_005605","NM_001009552","HGNC:9316","HGNC:9300","0.507","0.682","0.796","0.237","0.116","0.238","0.528","0.833","0.854",1
"543","NM_002715","NM_020700","HGNC:9299","HGNC:18583","0","0.482","1","0","0.07","0.381","0","0.601","1",1
"544","NM_139245","NM_002708","HGNC:16381","HGNC:9281","0.413","0.429","1","0.268","0.11","0.495","0.361","0.466","1",1
"545","NM_013358","NM_207421","HGNC:18367","HGNC:20449","0","1","0","0","0.079","0","0","1","0",1
"546","NM_002707","NM_002715","HGNC:9278","HGNC:9299","0","0","0","0","0","0","0","0","0",1
"547","NM_030965","NM_013305","HGNC:19342","HGNC:17827","0.857","1","0.712","0.464","0.327","0.391","0.749","1","0.76",1
"548","NM_002707","NM_032192","HGNC:9278","HGNC:9287","0","0","0","0","0","0","0","0","0",1
"549","NM_005605","NM_152542","HGNC:9316","HGNC:25415","0.311","0.433","1","0.146","0.088","0.067","0.198","0.566","1",1
"550","NM_001868","NM_001870","HGNC:2296","HGNC:2298","0","0.906","0","0","0.201","0","0","0.619","0.106",1
"551","NM_001098521","NM_138412","HGNC:16637","HGNC:19978","0.213","0.798","0","0.099","0.283","0","0.176","0.561","0.129",1
"552","NM_001349","NM_018122","HGNC:2678","HGNC:25538","0.778","0.318","0.519","0.421","0.066","0.137","0.748","0.452","0.57",1
"553","NM_173654","NM_003605, NM_181672","HGNC:28526","HGNC:8127","0","0","0","0","0","0","0","0","0",1
"554","NM_005163","NM_002742","HGNC:391","HGNC:9407","0.685","0.545","0.662","0.302","0.103","0.168","0.614","0.66","0.772",1
"555","NM_182948","NM_212535","HGNC:9381","HGNC:9395","0.596","0.677","0.438","0.248","0.149","0.135","0.54","0.725","0.599",1
"556","NM_000669","NM_000670","HGNC:251","HGNC:252","1","0.74","1","0.68","0.121","0.721","1","0.736","1",1
"557","NM_004184","NM_015836","HGNC:12729","HGNC:12730","1","0.325","1","0.538","0.065","0.681","1","0.509","1",1
"558","NM_172084","NM_172169","HGNC:1461","HGNC:1463","0.621","0.91","0.786","0.301","0.24","0.169","0.526","0.887","0.867",1
"559","NM_005246","NM_005356","HGNC:3655","HGNC:6524","0.553","0.475","0.484","0.244","0.145","0.158","0.465","0.539","0.725",1
"560","NM_020474","NM_024642","HGNC:4123","HGNC:19877","1","1","0","0.547","0.327","0","1","1","0",1
"561","NM_181876","NM_002716","HGNC:9306","HGNC:9303","0","0","1","0","0","0.067","0","0.086","1",1
"562","NM_182948","NM_014683","HGNC:9381","HGNC:13480","0.348","0.229","0.562","0.138","0.091","0.129","0.324","0.518","0.674",1
"563","NM_024827","NM_001015053","HGNC:19086","HGNC:14068","0.418","0.666","0.718","0.17","0.186","0.229","0.365","0.756","0.774",1
"564","NM_005396","NM_001011709","HGNC:9157","HGNC:23492","0","0","0","0","0","0","0","0","0",1
"565","NM_000196","NM_001098521","HGNC:5209","HGNC:16637","0.415","0.496","0","0.187","0.16","0","0.197","0.505","0",1
"566","NM_052917","NM_054110","HGNC:23242","HGNC:21531","1","1","0","0.547","0.327","0","1","1","0",1
"567","NM_002717","NM_002711","HGNC:9304","HGNC:9291","0","0","0","0","0","0","0","0","0",1
"568","NM_016281","NM_006255","HGNC:18133","HGNC:9403","0.541","0","0.412","0.204","0","0.034","0.41","0","0.555",1
"569","NM_004482","NM_198321","HGNC:4125","HGNC:19873","0.693","1","1","0.373","0.327","0.6","0.746","1","1",1
"570","NM_005246","NM_002031","HGNC:3655","HGNC:3955","0.413","0.461","0.747","0.154","0.091","0.197","0.386","0.593","0.869",1
"571","NM_016281","NM_002744","HGNC:18133","HGNC:9412","0.563","0","0.743","0.237","0","0.163","0.472","0","0.796",1
"572","NM_005167","NM_006247","HGNC:20785","HGNC:9322","0","0","0","0","0","0","0","0","0",1
"573","NM_002706","NM_002715","HGNC:9276","HGNC:9299","0.449","0.627","0.776","0.227","0.117","0.234","0.411","0.673","0.894",1
"574","NM_181690","NM_014683","HGNC:393","HGNC:13480","0.297","0","0.85","0.114","0","0.179","0.306","0","0.84",1
"575","NM_006411","NM_018361","HGNC:324","HGNC:20886","0.608","0.687","1","0.283","0.191","0.327","0.569","0.742","1",1
"576","NM_005808","NM_032192","HGNC:16890","HGNC:9287","0","0","1","0","0","0.067","0.167","0.068","0.539",1
"577","NM_018146","NM_016390","HGNC:18485","HGNC:26933","0.457","0.219","0.77","0.294","0.089","0.143","0.246","0.393","0.83",1
"578","NM_001160233","NM_152296","HGNC:799","HGNC:801","0.868","0.786","0.73","0.48","0.222","0.384","0.83","0.849","0.768",1
"579","NM_006241","NM_001009552","HGNC:9288","HGNC:9300","0.252","0","0.449","0.096","0","0.04","0.31","0","0.588",1
"580","NM_172084","NM_172226","HGNC:1461","HGNC:1470","0.582","0.863","0.185","0.222","0.163","0.05","0.47","0.876","0.545",1
"581","NM_002717","NM_139283","HGNC:9304","HGNC:30695","0","0","0","0","0","0","0","0","0",1
"582","NM_000061","NM_005246","HGNC:1133","HGNC:3655","0.532","0.603","0.753","0.222","0.105","0.244","0.543","0.673","0.785",1
"583","NM_014861","NM_001682","HGNC:29103","HGNC:814","1","0.462","1","0.287","0.098","0.067","1","0.495","1",1
"584","NM_030965","NM_001004470","HGNC:19342","HGNC:23317","0.846","1","1","0.481","0.327","0.521","0.712","1","1",1
"585","NM_006241","NM_139283","HGNC:9288","HGNC:30695","0","0","0","0","0","0","0","0","0",1
"586","NM_000300","NM_014589","HGNC:9031","HGNC:13414","0.8","1","0","0.459","0.201","0","0.737","1","0",1
"587","NM_002599","NM_000922","HGNC:8777","HGNC:8779","0.583","0.684","0.459","0.288","0.143","0.179","0.473","0.749","0.603",1
"588","NM_000446","NM_000940","HGNC:9204","HGNC:9206","0.65","0.823","0.646","0.307","0.24","0.354","0.642","0.737","0.7",1
"589","NM_007283","NM_015600","HGNC:17038","HGNC:15868","0.565","0.734","0.695","0.347","0.177","0.415","0.506","0.747","0.721",1
"590","NM_002742","NM_006282","HGNC:9407","HGNC:11408","0.638","0.45","0.706","0.237","0.092","0.172","0.589","0.619","0.77",1
"591","NM_001042600","NM_006852","HGNC:6863","HGNC:11842","0.52","0","0.935","0.2","0","0.236","0.498","0.191","0.952",1
"592","NM_000944","NM_032192","HGNC:9314","HGNC:9287","0.46","1","0.274","0.183","0.175","0.033","0.424","1","0.496",1
"593","NM_014225","NM_002718","HGNC:9302","HGNC:9307","0.246","1","1","0.099","0.607","0.067","0.233","1","1",1
"594","NM_014568","NM_024642","HGNC:4127","HGNC:19877","1","1","0","0.547","0.327","0","1","1","0",1
"595","NM_002576","NM_016281","HGNC:8590","HGNC:18133","0.596","0","0.678","0.248","0","0.149","0.522","0","0.736",1
"596","NM_001086","NM_000936","HGNC:17","HGNC:9155","0.304","0","0.771","0.168","0","0.388","0.229","0.106","0.806",1
"597","NM_181690","NM_002969","HGNC:393","HGNC:6874","0.508","0","0.83","0.187","0","0.192","0.461","0","0.772",1
"598","NM_006282","NM_002969","HGNC:11408","HGNC:6874","0.609","0.77","0.684","0.21","0.138","0.176","0.617","0.816","0.786",1
"599","NM_138612","NM_005328","HGNC:4820","HGNC:4819","0.433","0.818","1","0.261","0.201","0.352","0.426","0.611","1",1
"600","NM_000672","NM_000668","HGNC:255","HGNC:250","1","0.541","0.975","0.68","0.101","0.516","1","0.567","0.935",1
