HGNC ID,Approved symbol,RefSeq IDs,Enzyme IDs,Gene group ID,Gene group name,RefSeq(supplied by NCBI)
HGNC:28763,PGAM5,NM_138575,,1078|814,Phosphoglycerate mutases|Serine/threonine phosphatases,NM_001170543
HGNC:25712,PGAP1,NM_024989,,,,NM_001321099
HGNC:23719,PGAP3,NM_033419,,,,NM_001291726
HGNC:19405,PGBD5,NM_024554,,1415,DNA transposon derived genes,NM_001258311
HGNC:8893,PGF,NM_002632,,1267,VEGF family,NM_001207012
HGNC:8895,PGGT1B,NM_005023,,,,NM_005023
HGNC:8904,PGLYRP1,NM_005091,,1397,Peptidoglycan recognition proteins,NM_005091
HGNC:30014,PGLYRP3,NM_052891,,1397,Peptidoglycan recognition proteins,NM_052891
HGNC:30015,PGLYRP4,NM_020393,,1397,Peptidoglycan recognition proteins,NM_020393
HGNC:20898,PGM2L1,NM_173582,,,,NM_173582
HGNC:8908,PGM5,NM_021965,,,,NM_021965
HGNC:27080,PGPEP1L,NM_001102612.2,,,,NM_001102612
HGNC:8910,PGR,NM_000926,,71,Nuclear hormone receptors,NM_000926
HGNC:16090,PGRMC1,NM_006667,,1282,Membrane associated progesterone receptor family,NM_001282621
HGNC:30029,PGS1,NM_024419,,,,NM_024419
HGNC:20990,PHACTR1,NM_001242648,,679,Phosphatase and actin regulators,NM_001242648
HGNC:20956,PHACTR2,NM_014721,,679,Phosphatase and actin regulators,NM_001100164
HGNC:15833,PHACTR3,NM_080672,,679|694,Phosphatase and actin regulators|Protein phosphatase 1 regulatory subunits,NM_001199505
HGNC:25793,PHACTR4,NM_023923,,679|694,Phosphatase and actin regulators|Protein phosphatase 1 regulatory subunits,NM_001048183
HGNC:10241,PHAX,NM_032177,,,,NM_032177
HGNC:8912,PHB,NM_002634,,,,NM_001281496
HGNC:30306,PHB2,NM_007273,,,,NM_001144831
HGNC:3182,PHC1,NM_004426,,760,Sterile alpha motif domain containing,NM_004426
HGNC:3183,PHC2,NM_198040,,760|1691,Sterile alpha motif domain containing|MicroRNA protein coding host genes,NM_001330488
HGNC:15682,PHC3,NM_024947,,760,Sterile alpha motif domain containing,NM_001308116
HGNC:26509,PHETA1,NM_144671,,682,Pleckstrin homology domain containing,NM_001177996
HGNC:27161,PHETA2,NM_001002034,,682,Pleckstrin homology domain containing,NM_001002034
HGNC:8918,PHEX,NM_000444,,1439,M13 metallopeptidases,NM_000444
HGNC:8920,PHF2,NM_005392,,88|485|1691,PHD finger proteins|Lysine demethylases|MicroRNA protein coding host genes,NM_005392
HGNC:18000,PHF5A,NM_032758,,88|1517,PHD finger proteins|SF3b complex,NM_032758
HGNC:18145,PHF6,NM_032458,,88,PHD finger proteins,NM_001015877
HGNC:18458,PHF7,NM_016483,,88,PHD finger proteins,NM_001278221
HGNC:20672,PHF8,NM_015107,,88|485,PHD finger proteins|Lysine demethylases,NM_001184896
HGNC:18250,PHF10,NM_018288,,88|1605|1604,PHD finger proteins|PBAF complex|BAF complex,NM_018288
HGNC:17024,PHF11,NM_016119,,88,PHD finger proteins,NM_001040443
HGNC:20816,PHF12,NM_020889,,88|1243,PHD finger proteins|EMSY complex,NM_001033561
HGNC:22983,PHF13,NM_153812,,88,PHD finger proteins,NM_153812
HGNC:22203,PHF14,NM_014660,,88,PHD finger proteins,NM_001007157
HGNC:24566,PHF19,NM_001286840,,88|780,PHD finger proteins|Tudor domain containing,NM_001009936
HGNC:16098,PHF20,NM_016436,,88|780|1482,PHD finger proteins|Tudor domain containing|NSL histone acetyltransferase complex,NM_016436
HGNC:24280,PHF20L1,NM_016018,,88|780,PHD finger proteins|Tudor domain containing,NM_001277196
HGNC:24156,PHF21A,NM_016621,,88,PHD finger proteins,NM_001101802
HGNC:25161,PHF21B,NM_138415,,88,PHD finger proteins,NM_001135862
HGNC:28428,PHF23,NM_024297,,88,PHD finger proteins,NM_001284517
HGNC:29180,PHF24,NM_001304333,,88,PHD finger proteins,NM_001304333
HGNC:37226,PHGR1,NM_001145643,,,,NM_001145643
HGNC:8933,PHLDA1,NM_007350,,,,NM_007350
HGNC:12385,PHLDA2,NM_003311,,682,Pleckstrin homology domain containing,NM_003311
HGNC:8934,PHLDA3,NM_012396,,,,NM_012396
HGNC:23697,PHLDB1,NM_015157,,1691|682,MicroRNA protein coding host genes|Pleckstrin homology domain containing,NM_001144758
HGNC:29573,PHLDB2,NM_145753,,682,Pleckstrin homology domain containing,NM_001134437
HGNC:20610,PHLPP1,NM_194449,,701|682,"Protein phosphatases, Mg2+/Mn2+ dependent|Pleckstrin homology domain containing",NM_194449
HGNC:28316,PHOSPHO2,NM_001008489,,1045,HAD Asp-based non-protein phosphatases,NM_001008489
HGNC:691,PHOX2A,NM_005169,,521,PRD class homeoboxes and pseudogenes,NM_005169
HGNC:24351,PHRF1,NM_020901,,88|694|58,PHD finger proteins|Protein phosphatase 1 regulatory subunits|Ring finger proteins,NM_001286581
HGNC:8939,PHTF1,NM_006608,,,,NM_001323041
HGNC:13411,PHTF2,NM_020432,,,,NM_001127357
HGNC:23396,PHYHD1,NM_174933,,,,NM_001100876
HGNC:16865,PHYHIP,NM_014759,,,,NM_001099335
HGNC:29378,PHYHIPL,NM_032439,,555,Fibronectin type III domain containing,NM_001143774
HGNC:8947,PI3,NM_002638,,361,WAP four-disulfide core domain containing,NM_002638
HGNC:30031,PI4K2A,NM_018425,,,,NM_018425
HGNC:18215,PI4K2B,NM_018323,,870,Minor histocompatibility antigens,NM_018323
HGNC:8983,PI4KA,NM_058004,,1492|1588,Armadillo-like helical domain containing|PI4KA lipid kinase complex,NM_001362862
HGNC:8984,PI4KB,NM_002651,,,,NM_001198773
HGNC:8946,PI15,NM_015886,,1356,CAP superfamily,NM_001324403
HGNC:21245,PI16,NM_153370,,1356|471,CAP superfamily|CD molecules,NM_001199159
HGNC:25338,PIANP,NM_153685,,,,NM_001244014
HGNC:17311,PIAS2,NM_004671,,85,Zinc fingers MIZ-type,NM_001324046
HGNC:16861,PIAS3,NM_006099,,85|1691,Zinc fingers MIZ-type|MicroRNA protein coding host genes,NM_006099
HGNC:17002,PIAS4,NM_015897,,85,Zinc fingers MIZ-type,NM_015897
HGNC:23352,PIBF1,NM_006346,,,,NM_001349655
HGNC:15514,PICALM,NM_007166,,,,NM_001008660
HGNC:9394,PICK1,NM_012407,,1220|1921,PDZ domain containing|AH domain containing,NM_001039583
HGNC:26084,PID1,NM_017933,,,,NM_001100818
HGNC:16491,PIDD1,NM_145886,,,,NM_145886
HGNC:28993,PIEZO1,NM_014745,,1691,MicroRNA protein coding host genes,NM_001142864
HGNC:26270,PIEZO2,NM_022068,,1492|1691,Armadillo-like helical domain containing|MicroRNA protein coding host genes,NM_022068
HGNC:27009,PIFO,NM_181643,,,,NM_001300831
HGNC:8959,PIGB,NM_004855,,430|680,Dolichyl D-mannosyl phosphate dependent mannosyltransferases|Phosphatidylinositol glycan anchor biosynthesis,NM_004855
HGNC:50696,PIGBOS1,NM_001308421,,,,NM_001308421
HGNC:8962,PIGF,NM_173074,,680,Phosphatidylinositol glycan anchor biosynthesis,NM_002643
HGNC:25985,PIGG,NM_017733,,680,Phosphatidylinositol glycan anchor biosynthesis,NM_001127178
HGNC:8965,PIGK,NM_005482,,680,Phosphatidylinositol glycan anchor biosynthesis,NM_005482
HGNC:18858,PIGM,NM_145167,,430|680,Dolichyl D-mannosyl phosphate dependent mannosyltransferases|Phosphatidylinositol glycan anchor biosynthesis,NM_145167
HGNC:8967,PIGN,NM_176787,,680,Phosphatidylinositol glycan anchor biosynthesis,NM_012327
HGNC:23215,PIGO,NM_032634,,680,Phosphatidylinositol glycan anchor biosynthesis,NM_001201484
HGNC:14135,PIGQ,NM_004204,,680,Phosphatidylinositol glycan anchor biosynthesis,NM_004204
HGNC:8968,PIGR,NM_002644,,590,V-set domain containing,NM_002644
HGNC:14937,PIGS,NM_033198,,680,Phosphatidylinositol glycan anchor biosynthesis,NM_033198
HGNC:14938,PIGT,NM_015937,,680|1691,Phosphatidylinositol glycan anchor biosynthesis|MicroRNA protein coding host genes,NM_001184728
HGNC:15791,PIGU,NM_080476,,680,Phosphatidylinositol glycan anchor biosynthesis,NM_080476
HGNC:26031,PIGV,NM_017837,,430|680,Dolichyl D-mannosyl phosphate dependent mannosyltransferases|Phosphatidylinositol glycan anchor biosynthesis,NM_001202554
HGNC:23213,PIGW,NM_178517,,680,Phosphatidylinositol glycan anchor biosynthesis,NM_001346754
HGNC:26046,PIGX,NM_017861,,680,Phosphatidylinositol glycan anchor biosynthesis,NM_001166304
HGNC:28213,PIGY,NM_032906,,680,Phosphatidylinositol glycan anchor biosynthesis,NM_001042616
HGNC:30596,PIGZ,NM_025163,,430|680,Dolichyl D-mannosyl phosphate dependent mannosyltransferases|Phosphatidylinositol glycan anchor biosynthesis,NM_025163
HGNC:26075,PIH1D1,NM_017916,,1401,R2TP complex,NM_017916
HGNC:25210,PIH1D2,NM_138789,,,,NM_001082619
HGNC:28570,PIH1D3,NM_173494,,1627,Axonemal dynein assembly factors,NM_001169154
HGNC:30034,PIK3AP1,NM_152309,,,,NM_152309
HGNC:32346,PIK3CD-AS1,NR_027045,,,,NR_027045
HGNC:24942,PIK3IP1,NM_052880,,,,NM_001135911
HGNC:8979,PIK3R1,NM_181504,,741,SH2 domain containing,NM_001242466
HGNC:8980,PIK3R2,NM_005027,,741,SH2 domain containing,NM_005027
HGNC:8981,PIK3R3,NM_003629,,741,SH2 domain containing,NM_001114172
HGNC:8982,PIK3R4,NM_014602,,1492|362|1596,Armadillo-like helical domain containing|WD repeat domain containing|PIK3C3 complex subunits,NM_014602
HGNC:30035,PIK3R5,NM_014308,,,,NM_001142633
HGNC:27101,PIK3R6,NM_001010855,,,,NM_001010855
HGNC:23785,PIKFYVE,NM_015040,,81,Zinc fingers FYVE-type,NM_001178000
HGNC:20396,PILRA,NM_013439,,590,V-set domain containing,NM_013439
HGNC:18297,PILRB,NM_178238,,590,V-set domain containing,NM_178238
HGNC:19310,PIM3,NM_001001852,,1691,MicroRNA protein coding host genes,NM_001001852
HGNC:25483,PIMREG,NM_019013,,,,NM_001195228
HGNC:8989,PIN1P1,NR_023916,,,,NR_023916
HGNC:8992,PIN4,NM_006223,,920,Parvulins,NM_001170747
HGNC:14581,PINK1,NM_032409,,672|1691,Parkinson disease associated genes|MicroRNA protein coding host genes,NM_032409
HGNC:44206,PINLYP,NM_001193621,,1226,LY6/PLAUR domain containing,NM_001193621
HGNC:30046,PINX1,NM_017884,,579|1691,G-patch domain containing|MicroRNA protein coding host genes,NM_001284356
HGNC:8993,PIP,NM_002652,,,,NM_002652
HGNC:8997,PIP4K2A,NM_005028,,,,NM_001330062
HGNC:23786,PIP4K2C,NM_024779,,,,NM_001146258
HGNC:8994,PIP5K1A,NM_003557,,,,NM_001135636
HGNC:8995,PIP5K1B,NM_003558,,,,NM_001278253
HGNC:8996,PIP5K1C,NM_012398,,,,NM_001195733
HGNC:28711,PIP5KL1,NM_173492,,,,NM_001135219
HGNC:23733,PIPSL,NR_002319,,,,NR_002319
HGNC:30048,PIR,NM_003662,,,,NM_001018109
HGNC:37239,PIRT,NM_001101387,,,,NM_001101387
HGNC:25022,PITHD1,NM_020362,,,,NM_020362
HGNC:21045,PITPNC1,NM_012417,,1151|1691,Phosphatidylinositol transfer proteins|MicroRNA protein coding host genes,NM_012417
HGNC:9003,PITPNM1,NM_004910,,1151,Phosphatidylinositol transfer proteins,NM_001130848
HGNC:21044,PITPNM2,NM_020845,,1151|1691,Phosphatidylinositol transfer proteins|MicroRNA protein coding host genes,NM_001300801
HGNC:21043,PITPNM3,NM_031220,,1151|1090,Phosphatidylinositol transfer proteins|Atypical chemokine receptors,NM_001165966
HGNC:18443,PIWIL3,NM_001008496,,408,Argonaute/PIWI family,NM_001008496
HGNC:18444,PIWIL4,NM_152431,,408,Argonaute/PIWI family,NM_152431
HGNC:16648,PJA1,NM_145119,,58,Ring finger proteins,NM_001032396
HGNC:17481,PJA2,NM_014819,,58,Ring finger proteins,NM_014819
HGNC:29502,PJVK,NM_001042702,,1529|1152,Gasdermins|Deafness associated genes,NM_001042702
HGNC:18053,PKD1L1,NM_138295,,,,NM_138295
HGNC:21716,PKD1L3,NM_181536,,1298,C-type lectin domain containing,NM_181536
HGNC:9009,PKD2,NM_000297,,249|863,Transient receptor potential cation channels|EF-hand domain containing,NM_000297
HGNC:9011,PKD2L1,NM_016112,,249,Transient receptor potential cation channels,NM_001253837
HGNC:9012,PKD2L2,NM_014386,,249,Transient receptor potential cation channels,NM_001258448
HGNC:9015,PKDREJ,NM_006071,,,,NM_006071
HGNC:9016,PKHD1,NM_138694,,1752,IPT domain containing,NM_138694
HGNC:20313,PKHD1L1,NM_177531,,1752,IPT domain containing,NM_177531
HGNC:9017,PKIA,NM_006823,,,,NM_006823
HGNC:29650,PKMYT1,NM_004203,,694,Protein phosphatase 1 regulatory subunits,NM_001258450
HGNC:9405,PKN1,"NM_002741, NM_213560",,835|1625,C2 domain containing protein kinases|AGC family kinases,NM_002741
HGNC:9406,PKN2,NM_006256,,835|1625|1835,C2 domain containing protein kinases|AGC family kinases|Small nucleolar RNA protein coding host genes,NM_001320707
HGNC:17999,PKN3,NM_013355,,870|835|1625,Minor histocompatibility antigens|C2 domain containing protein kinases|AGC family kinases,NM_001317926
HGNC:9023,PKP1,NM_000299,,409|1541,Armadillo repeat containing|Plakophilins,NM_000299
HGNC:9024,PKP2,NM_004572,,409|1541,Armadillo repeat containing|Plakophilins,NM_001005242
HGNC:9025,PKP3,NM_007183,,409|1541,Armadillo repeat containing|Plakophilins,NM_001303029
HGNC:9032,PLA2G2C,NM_001105572,,467,Phospholipases,NM_001316722
HGNC:17163,PLA2G15,NM_012320,,467,Phospholipases,NM_001363551
HGNC:9043,PLAA,NM_001031689,,1492|362,Armadillo-like helical domain containing|WD repeat domain containing,NM_001031689
HGNC:17824,PLAAT2,NM_017878,,1227,phospholipase A and acyltransferase family,NM_017878
HGNC:9044,PLAC1,NM_021796,,1631,OOSP family,NM_001316887
HGNC:14616,PLAC4,NR_148920,,,,NR_148920
HGNC:19254,PLAC8,NM_016619,,,,NM_001130715
HGNC:31746,PLAC8L1,NM_001029869,,,,NM_001029869
HGNC:19255,PLAC9,NM_001012973,,,,NM_001012973
HGNC:9045,PLAG1,NM_002655,,28,Zinc fingers C2H2-type,NM_001114634
HGNC:9047,PLAGL2,NM_002657,,28,Zinc fingers C2H2-type,NM_002657
HGNC:9051,PLAT,NM_000930,,,,NM_000930
HGNC:9053,PLAUR,NM_002659,,1226|471,LY6/PLAUR domain containing|CD molecules,NM_001005376
HGNC:26215,PLBD1,NM_024829,,,,NM_024829
HGNC:27283,PLBD2,NM_173542,,,,NM_001159727
HGNC:9063,PLCL1,NM_006226,,694|832,Protein phosphatase 1 regulatory subunits|C2 domain containing phospholipases,NM_006226
HGNC:23148,PLCXD1,NM_018390,,715,Pseudoautosomal region 1,NM_001370370
HGNC:26462,PLCXD2,NM_153268,,,,NM_001185106
HGNC:31822,PLCXD3,NM_001005473,,,,NM_001005473
HGNC:17158,PLD3,NM_012268,,467|1691,Phospholipases|MicroRNA protein coding host genes,NM_001031696
HGNC:23792,PLD4,NM_138790,,467,Phospholipases,NM_001308174
HGNC:26879,PLD5,NM_152666,,467,Phospholipases,NM_001195811
HGNC:30447,PLD6,NM_178836,,467,Phospholipases,NM_178836
HGNC:9069,PLEC,NM_000445,,939|1691,Plakins|MicroRNA protein coding host genes,NM_000445
HGNC:9070,PLEK,NM_002664,,682,Pleckstrin homology domain containing,NM_002664
HGNC:14335,PLEKHA1,NM_001001974,,1691|682,MicroRNA protein coding host genes|Pleckstrin homology domain containing,NM_001001974
HGNC:14336,PLEKHA2,NM_021623,,682,Pleckstrin homology domain containing,NM_021623
HGNC:14338,PLEKHA3,NM_019091,,682,Pleckstrin homology domain containing,NM_019091
HGNC:30036,PLEKHA5,NM_019012,,682,Pleckstrin homology domain containing,NM_001143821
HGNC:17053,PLEKHA6,NM_014935,,682,Pleckstrin homology domain containing,NM_014935
HGNC:27049,PLEKHA7,NM_175058,,682,Pleckstrin homology domain containing,NM_001329630
HGNC:30037,PLEKHA8,NM_032639,,682,Pleckstrin homology domain containing,NM_001197026
HGNC:30222,PLEKHA8P1,NR_037144,,,,NR_037144
HGNC:19236,PLEKHB2,NM_017958,,682,Pleckstrin homology domain containing,NM_001100623
HGNC:20148,PLEKHD1,NM_001161498,,682,Pleckstrin homology domain containing,NM_001161498
HGNC:20764,PLEKHF1,NM_024310,,81|682,Zinc fingers FYVE-type|Pleckstrin homology domain containing,NM_024310
HGNC:20757,PLEKHF2,NM_024613,,81|682,Zinc fingers FYVE-type|Pleckstrin homology domain containing,NM_024613
HGNC:29515,PLEKHG2,NM_022835,,722|682,Rho guanine nucleotide exchange factors|Pleckstrin homology domain containing,NM_001351693
HGNC:20364,PLEKHG3,NM_015549,,722|682,Rho guanine nucleotide exchange factors|Pleckstrin homology domain containing,NM_001308147
HGNC:24501,PLEKHG4,NM_015432,,722|682,Rho guanine nucleotide exchange factors|Pleckstrin homology domain containing,NM_001129727
HGNC:29399,PLEKHG4B,NM_052909,,722|682,Rho guanine nucleotide exchange factors|Pleckstrin homology domain containing,NM_052909
HGNC:29105,PLEKHG5,NM_020631,,722|682,Rho guanine nucleotide exchange factors|Pleckstrin homology domain containing,NM_001042663
HGNC:25562,PLEKHG6,NM_018173,,722|682,Rho guanine nucleotide exchange factors|Pleckstrin homology domain containing,NM_001144856
HGNC:33829,PLEKHG7,NM_001004330,,722|682,Rho guanine nucleotide exchange factors|Pleckstrin homology domain containing,NM_001004330
HGNC:17733,PLEKHH1,NM_020715,,1293|682,FERM domain containing|Pleckstrin homology domain containing,NM_020715
HGNC:30506,PLEKHH2,NM_172069,,1293|682,FERM domain containing|Pleckstrin homology domain containing,NM_172069
HGNC:26105,PLEKHH3,NM_024927,,1293|682,FERM domain containing|Pleckstrin homology domain containing,NM_024927
HGNC:18211,PLEKHJ1,NM_018049,,1691|682,MicroRNA protein coding host genes|Pleckstrin homology domain containing,NM_001300836
HGNC:29017,PLEKHM1,NM_014798,,682,Pleckstrin homology domain containing,NM_001352825
HGNC:29131,PLEKHM2,NM_015164,,682,Pleckstrin homology domain containing,NM_015164
HGNC:34006,PLEKHM3,NM_001080475,,682,Pleckstrin homology domain containing,NM_001080475
HGNC:25284,PLEKHN1,NM_032129,,682,Pleckstrin homology domain containing,NM_001160184
HGNC:24310,PLEKHO1,NM_016274,,682,Pleckstrin homology domain containing,NM_001304722
HGNC:30026,PLEKHO2,NM_025201,,682,Pleckstrin homology domain containing,NM_001195059
HGNC:26285,PLEKHS1,NM_024889,,682,Pleckstrin homology domain containing,NM_001193434
HGNC:30053,PLET1,NM_001145024,,,,NM_001145024
HGNC:9071,PLG,NM_000301,,,,NM_000301
HGNC:9074,PLGLA,NR_003506.2,,,,NR_003506
HGNC:9073,PLGLB2,NM_002665,,,,NM_002665
HGNC:23633,PLGRKT,NM_018465,,,,NM_018465
HGNC:9076,PLIN1,NM_002666,,678,Perilipins,NM_001145311
HGNC:248,PLIN2,NM_001122,,678,Perilipins,NM_001122
HGNC:16893,PLIN3,NM_005817,,678,Perilipins,NM_001164189
HGNC:29393,PLIN4,NM_001367868,,678,Perilipins,NM_001367868
HGNC:33196,PLIN5,NM_001013706,,678,Perilipins,NM_001013706
HGNC:9077,PLK1,NM_005030,,,,NM_005030
HGNC:19699,PLK2,NM_006622,,,,NM_001252226
HGNC:2154,PLK3,NM_004073,,,,NM_004073
HGNC:27001,PLK5,NR_026557,,,,NM_001243079
HGNC:9080,PLN,NM_002667,,,,NM_002667
HGNC:9087,PLP2,NM_002668,,1626,MARVEL domain containing,NM_002668
HGNC:9457,PLPBP,NM_007198,,,,NM_001349346
HGNC:23531,PLPP4,NM_001030059,,1067,Phospholipid phosphatases,NM_001030059
HGNC:25026,PLPP5,NM_032483,,1067,Phospholipid phosphatases,NM_001102559
HGNC:23682,PLPP6,NM_203453,,1067,Phospholipid phosphatases,NM_203453
HGNC:28174,PLPP7,NM_032728,,1067,Phospholipid phosphatases,NM_032728
HGNC:25993,PLPPR1,NM_017753,,1127,Phospholipid phosphatase related,NM_017753
HGNC:29566,PLPPR2,NM_022737,,1127,Phospholipid phosphatase related,NM_001170635
HGNC:23497,PLPPR3,NM_024888,,1127,Phospholipid phosphatase related,NM_001270366
HGNC:23496,PLPPR4,NM_014839,,1127,Phospholipid phosphatase related,NM_001166252
HGNC:31703,PLPPR5,NM_001037317,,1127,Phospholipid phosphatase related,NM_001010861
HGNC:9089,PLRG1,NM_002669,,1498|1361|1510|362,NTC associated proteins|NineTeen complex|Spliceosomal C complex|WD repeat domain containing,NM_001201564
HGNC:9090,PLS1,NM_002670,,863,EF-hand domain containing,NM_001145319
HGNC:9092,PLSCR1,NM_021105,,954,Phospholipid scramblases,NM_001363872
HGNC:16494,PLSCR2,NM_020359,,954,Phospholipid scramblases,NM_001199978
HGNC:16495,PLSCR3,NM_020360,,954,Phospholipid scramblases,NM_001201576
HGNC:16497,PLSCR4,NM_020353,,954,Phospholipid scramblases,NM_001128304
HGNC:19952,PLSCR5,NM_001085420,,954,Phospholipid scramblases,NM_001085420
HGNC:9093,PLTP,NM_006227,,456,BPI fold containing,NM_001242920
HGNC:13635,PLVAP,NM_031310,,,,NM_031310
HGNC:20945,PLXDC1,NM_020405,,,,NM_020405
HGNC:21013,PLXDC2,NM_032812,,,,NM_001282736
HGNC:9099,PLXNA1,NM_032242,,683|1752,Plexins|IPT domain containing,NM_032242
HGNC:9100,PLXNA2,NM_025179,,683|1752,Plexins|IPT domain containing,NM_025179
HGNC:9101,PLXNA3,NM_017514,,683|1752,Plexins|IPT domain containing,NM_017514
HGNC:9102,PLXNA4,NM_181775,,683|1752,Plexins|IPT domain containing,NM_001105543
HGNC:9103,PLXNB1,NM_002673,,683|1752,Plexins|IPT domain containing,NM_001130082
HGNC:9104,PLXNB2,NM_012401,,683|1752,Plexins|IPT domain containing,NM_012401
HGNC:9107,PLXND1,NM_015103,,683|1752,Plexins|IPT domain containing,NM_015103
HGNC:26518,PM20D1,NM_152491,,,,NM_152491
HGNC:21408,PM20D2,NM_001010853,,,,NM_001010853
HGNC:9108,PMAIP1,NM_021127,,1277,BCL2 homology region 3 (BH3) only,NM_021127
HGNC:9109,PMCH,NM_002674,,1902,Neuropeptides,NM_002674
HGNC:9110,PMCHL1,NR_003921,,,,NR_003921
HGNC:9111,PMCHL2,NR_003922,,,,NR_003922
HGNC:10880,PMEL,NM_006928,,,,NM_001200053
HGNC:14107,PMEPA1,NM_020182,,,,NM_001255976
HGNC:9112,PMF1,NM_007221,,1322,MIS12 kinetochore complex,NM_001199653
HGNC:17728,PMFBP1,NM_031293,,,,NM_001160213
HGNC:9113,PML,NM_002675,,58|59,Ring finger proteins|Tripartite motif containing,NM_002675
HGNC:9117,PMP2,NM_002677,,550,Fatty acid binding protein family,NM_001348381
HGNC:9118,PMP22,NM_000304,,1691,MicroRNA protein coding host genes,NM_000304
HGNC:18667,PMPCA,NM_015160,,1440,M16 metallopeptidases,NM_001282944
HGNC:9119,PMPCB,NM_004279,,1440,M16 metallopeptidases,NM_004279
HGNC:9121,PMS1,NM_000534,,1027,MutL homologs,NM_000534
HGNC:9122,PMS2,NM_000535,,1027,MutL homologs,NM_000535
HGNC:30061,PMS2CL,NR_002217,,,,NR_002217
HGNC:9123,PMS2P1,NR_003613,,,,NR_003613
HGNC:9127,PMS2P2,NR_003614,,,,NR_003614
HGNC:9128,PMS2P3,NR_028059,,,,NR_028059
HGNC:9130,PMS2P5,NR_027775,,,,NR_027775
HGNC:21222,PNISR,NM_032870,,,,NM_001322405
HGNC:9154,PNKP,NM_007254,,1045,HAD Asp-based non-protein phosphatases,NM_007254
HGNC:21185,PNLDC1,NM_173516,,,,NM_001271862
HGNC:9156,PNLIPRP1,NM_006229,,,,NM_001303135
HGNC:9158,PNMA1,NM_006029,,671,Paraneoplastic Ma antigens,NM_006029
HGNC:9159,PNMA2,NM_007257,,671,Paraneoplastic Ma antigens,NM_007257
HGNC:18742,PNMA3,NM_013364,,671,Paraneoplastic Ma antigens,NM_001282535
HGNC:18743,PNMA5,NM_052926,,671,Paraneoplastic Ma antigens,NM_001103150
HGNC:28248,PNMA6A,NM_032882,,671,Paraneoplastic Ma antigens,NM_032882
HGNC:25578,PNMA8A,NM_018215,,671,Paraneoplastic Ma antigens,NM_001103149
HGNC:29206,PNMA8B,NM_020709,,671,Paraneoplastic Ma antigens,NM_020709
HGNC:9162,PNN,NM_002687,,,,NM_002687
HGNC:32790,PNO1,NM_020143,,,,NM_001329916
HGNC:9163,PNOC,NM_006228,,1902,Neuropeptides,NM_001284244
HGNC:21246,PNPLA1,NM_173676,,466,Patatin like phospholipase domain containing,NM_001145716
HGNC:24888,PNPLA5,NM_138814,,466,Patatin like phospholipase domain containing,NM_001177675
HGNC:16268,PNPLA6,NM_006702,,466,Patatin like phospholipase domain containing,NM_001166111
HGNC:24768,PNPLA7,NM_152286,,466,Patatin like phospholipase domain containing,NM_001098537
HGNC:28900,PNPLA8,NM_015723,,466,Patatin like phospholipase domain containing,NM_001256007
HGNC:23166,PNPT1,NM_033109,,1152,Deafness associated genes,NM_033109
HGNC:17278,PNRC1,NM_006813,,,,NM_006813
HGNC:23158,PNRC2,NM_017761,,,,NM_017761
HGNC:24488,POC1A,NM_015426,,362,WD repeat domain containing,NM_001161580
HGNC:30836,POC1B,NM_172240,,362,WD repeat domain containing,NM_001199777
HGNC:26658,POC5,NM_152408,,,,NM_001099271
HGNC:23174,PODN,NM_153703,,573,Small leucine rich repeat proteoglycans,NM_001199080
HGNC:26275,PODNL1,NM_024825,,,,NM_001146254
HGNC:9171,PODXL,NM_001018111,,,,NM_001018111
HGNC:17936,PODXL2,NM_015720,,,,NM_015720
HGNC:13711,POF1B,NM_024921,,,,NM_001307940
HGNC:18800,POGK,NM_017542,,1415|533,DNA transposon derived genes|Helix-turn-helix CENPB type domain containing,NM_001314014
HGNC:22954,POGLUT1,NM_152305,,443,Glycosyltransferase family 90,NM_152305
HGNC:28496,POGLUT3,NM_153705,,443,Glycosyltransferase family 90,NM_001363502
HGNC:18801,POGZ,NM_207171,,1415|533,DNA transposon derived genes|Helix-turn-helix CENPB type domain containing,NM_001194937
HGNC:30073,POLA2,NM_002689,,535,DNA polymerases,NM_002689
HGNC:9176,POLD2,NM_001127218,,535,DNA polymerases,NM_001127218
HGNC:20932,POLD3,NM_006591,,694|535,Protein phosphatase 1 regulatory subunits|DNA polymerases,NM_001363597
HGNC:14106,POLD4,NM_021173,,535,DNA polymerases,NM_001256870
HGNC:23781,POLDIP2,NM_015584,,,,NM_001290145
HGNC:23782,POLDIP3,NM_032311,,725,RNA binding motif containing,NM_001278657
HGNC:9177,POLE,NM_006231,,535,DNA polymerases,NM_006231
HGNC:9178,POLE2,NM_002692,,535,DNA polymerases,NM_001197330
HGNC:13546,POLE3,NM_017443,,1058|1633|535,ATAC complex|Chromatin accessibility complex|DNA polymerases,NM_001278255
HGNC:18755,POLE4,NM_019896,,535,DNA polymerases,NM_019896
HGNC:9179,POLG,NM_002693,,1691|535,MicroRNA protein coding host genes|DNA polymerases,NM_001126131
HGNC:9180,POLG2,NM_007215,,535,DNA polymerases,NM_007215
HGNC:9181,POLH,NM_006502,,1125|535,Xeroderma pigmentosum complementation groups|DNA polymerases,NM_001291969
HGNC:9182,POLI,NM_007195,,535,DNA polymerases,NM_001351610
HGNC:9183,POLK,NM_016218,,535,DNA polymerases,NM_001345921
HGNC:9184,POLL,NM_013274,,535,DNA polymerases,NM_001174084
